"EmployerName","Address","CompanyNumber","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","CompanyLinkToGPGInfo","ResponsiblePerson","EmployerSize","CurrentName","SubmittedAfterTheDeadline","�..X","Y","objectid","pcds","oa11","laua","ward","lsoa11","msoa11","rgn"
"VALE EUROPE LIMITED","Suite 1, 3rd Floor 11-12 St. James’S Square,
London,
United Kingdom,
SW1Y 4LB","137114","24450",-10.6,-6.3,-12.1,-11.9,99.2,100,85.1,14.9,93.2,6.8,81.1,18.9,81.1,18.9,"http://www.vale.com/canada/Documents/Gender%20Pay%20Reporting","Michael Cox (Head of UK and Asia Refineries)","250 to 499","VALE EUROPE LIMITED",FALSE,-0.136571223653839,51.507513683234,2244355,"SW1Y 4LB","E00023937","E09000033","E05000644","E01004736","E02000977","E12000007"
"Valero Energy Ltd","100 Wood Street,
5th Floor,
London,
England,
EC2V 7EX","8566216","64209",8,9,10,-12,99,98,75,25,89,11,85,15,87,13,"https://www.valero.com/en-us/Pages/Business.aspx","Andy Kelsey (Director Human Resources & Facilities)","500 to 999","Valero Energy Ltd",FALSE,-0.094454740103625,51.5163603484774,753093,"EC2V 7EX","E00000021","E09000001","E05009302","E01000002","E02000001","E12000007"
"VALERO OPERATIONS SUPPORT, LTD","100, Wood Street,
5th Floor,
London,
England,
EC2V 7EX","7596574","64209",8,9,10,-12,99,98,75,25,89,11,85,15,87,13,"https://www.valero.com/en-us/Pages/Business.aspx","Andy Kelsey (Director Human Resources & Facilities)","500 to 999","VALERO OPERATIONS SUPPORT, LTD",FALSE,-0.094454740103625,51.5163603484774,753093,"EC2V 7EX","E00000021","E09000001","E05009302","E01000002","E02000001","E12000007"
"Value Retail PLC","19, Berkeley Street,
London,
W1J 8ED","2782532","68320",30.9,36,49.3,21.2,71,79,20,80,29.6,70.4,46.5,53.5,53.5,46.5,"https://www.thebicestervillageshoppingcollection.com/en/value-retail/who-we-are/about-value-retail/corporate-responsibility/","Jane Abrams (Company Secretary)","250 to 499","Value Retail PLC",FALSE,-0.143548926165683,51.5088563338372,2433450,"W1J 8ED","E00024113","E09000033","E05000649","E01004761","E02000977","E12000007"
"VANGUARD ASSET SERVICES, LTD.","4th, Floor The Walbrook Building,
25 Walbrook,
London,
EC4N 8AF","7242969","66300",30.1,23.9,56.3,53.4,91.2,89.8,37,63,61.1,38.9,58.3,41.7,76.4,23.6,"https://www.vanguard.co.uk/adviser/adv/about-vanguard/gender-pay-gap","Sean Hagerty (Head of Europe)","250 to 499","VANGUARD ASSET SERVICES, LTD.",FALSE,-0.090355500102414,51.5120221061895,756963,"EC4N 8AF","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"VAPIANO LIMITED","19-21, Great Portland Street,
London,
W1W 8QB","5864690","56101",6.1,-0.6,46.7,0,61.9,60.9,72.6,27.4,72.1,27.9,70.5,29.5,72.1,27.9,"https://uk.vapiano.com/en/about-us/gender-pay-gap-report/","Phil Sermon (Managing Director)","250 to 499","VAPIANO LIMITED",FALSE,-0.141370789344994,51.5163397420274,2442954,"W1W 8QB","E00024129","E09000033","E05000649","E01004765","E02000972","E12000007"
"VAULTEX UK LIMITED","All Saints Triangle,
Caledonian Road,
London,
United Kingdom,
N1 9UT","6356813","66190",25.9,6.1,52.6,28.6,71.9,67.7,41.9,58.1,51.4,48.6,54.5,45.5,61.9,38.1,"http://vaultexuk.com/wp-content/uploads/2018/03/Gender-Pay-Report.pdf","Phil Vaughan (CEO)","1000 to 4999","VAULTEX UK LIMITED",FALSE,-0.118365083989093,51.5342192695019,1446041,"N1 9UT","E00013485","E09000019","E05000368","E01002710","E02000572","E12000007"
"Vccp Group LLP","PO BOX 70693 62 Buckingham Gate,
London,
United Kingdom,
SW1P 9ZP","OC370529","",22,20,36.7,32.1,11,9.6,49,51,35,65,49,51,66,34,"http://www.vccp.com/wp-content/uploads/sites/1/2018/04/VCCP-Gender-Pay-Gap-Report-2017.pdf","Michael Sugden (CEO VCCP Partnership)","500 to 999","Vccp Group LLP",FALSE,-0.13577897688692,51.4810265684174,2241390,"SW1P 9ZP","E00022974","E09000032","E05000620","E01004562","E02000924","E12000007"
"VENN GROUP LIMITED","105 - 109,
Strand,
London,
United Kingdom,
WC2R 0AA","4015584","78200",20.8,15.6,9.5,14.1,48.3,36.1,55,45,54,46,53,47,53,47,"","Philip Hanna (Managing Director)","250 to 499","VENN GROUP LIMITED",FALSE,-0.120232787376099,51.5105892859588,2490240,"WC2R 0AA","E00023931","E09000033","E05000644","E01004734","E02000977","E12000007"
"VEOLIA ENERGY & UTILITY SERVICES UK PLC","210, Pentonville Road,
London,
N1 9JY","2585759","35110,
35300,
42220,
96090",21,29.3,80.8,80.5,12.2,31.6,80.9,19.1,97.1,2.9,97.1,2.9,97.1,2.9,"https://www.veolia.co.uk/sites/g/files/dvc636/f/assets/documents/2018/03/Veolia_UK_Gender_Pay_Gap_Report.pdf","Estelle Brachlianoff (Senior Executive Vice-President UK & Ireland)","250 to 499","VEOLIA ENERGY & UTILITY SERVICES UK PLC",FALSE,-0.120206837587835,51.5311642804772,1445887,"N1 9JY","E00013489","E09000019","E05000368","E01002711","E02000574","E12000007"
"VEOLIA ES (UK) LIMITED","210 Pentonville Road,
London,
United Kingdom,
N1 9JY","2481991","64209,
96090",-10.9,-2.9,-59.3,-1064.7,43.4,49.7,88.3,11.7,88.7,11.3,90.6,9.4,83.2,16.8,"https://www.veolia.co.uk/sites/g/files/dvc636/f/assets/documents/2018/03/Veolia_UK_Gender_Pay_Gap_Report.pdf","Estelle Brachlianoff (Senior Executive Vice-President UK & Ireland)","5000 to 19,999","VEOLIA ES (UK) LIMITED",FALSE,-0.120206837587835,51.5311642804772,1445887,"N1 9JY","E00013489","E09000019","E05000368","E01002711","E02000574","E12000007"
"Veolia Es Hampshire Ltd","210 Pentonville Road,
London,
United Kingdom,
N1 9JY","2817856","38110,
38120,
38210,
38220",24.8,11.4,39.8,47.3,30.7,25.4,77,23,77,23,87.4,12.6,95.3,4.7,"https://www.veolia.co.uk/sites/g/files/dvc636/f/assets/documents/2018/03/Veolia_UK_Gender_Pay_Gap_Report.pdf","Estelle Brachlianoff (Senior Executive Vice-President UK & Ireland)","250 to 499","Veolia Es Hampshire Ltd",FALSE,-0.120206837587835,51.5311642804772,1445887,"N1 9JY","E00013489","E09000019","E05000368","E01002711","E02000574","E12000007"
"VEOLIA ES MERSEYSIDE & HALTON LIMITED","210 Pentonville Road,
London,
United Kingdom,
N1 9JY","6889679","38110,
38120,
38210,
38220",-9,-23,-0.6,6.4,31.5,11.5,92.7,7.3,94.3,5.7,90,10,85.5,14.5,"https://www.veolia.co.uk/sites/g/files/dvc636/f/assets/documents/2018/03/Veolia_UK_Gender_Pay_Gap_Report.pdf","Estelle Brachlianoff (Senior Executive Vice-President UK & Ireland)","250 to 499","VEOLIA ES MERSEYSIDE & HALTON LIMITED",FALSE,-0.120206837587835,51.5311642804772,1445887,"N1 9JY","E00013489","E09000019","E05000368","E01002711","E02000574","E12000007"
"VEOLIA ES SHEFFIELD LIMITED","210 Pentonville Road,
London,
United Kingdom,
N1 9JY","3709317","38110,
38210",-3.8,-2.9,-123.9,-1421,29.6,40,80.6,19.4,98.4,1.6,90.3,9.7,85.5,14.5,"https://www.veolia.co.uk/sites/g/files/dvc636/f/assets/documents/2018/03/Veolia_UK_Gender_Pay_Gap_Report.pdf","Estelle Brachlianoff (Senior Executive Vice-President UK & Ireland)","250 to 499","VEOLIA ES SHEFFIELD LIMITED",FALSE,-0.120206837587835,51.5311642804772,1445887,"N1 9JY","E00013489","E09000019","E05000368","E01002711","E02000574","E12000007"
"VEOLIA ES SHROPSHIRE LIMITED","210 Pentonville Road,
London,
United Kingdom,
N1 9JY","6256563","38110,
38210,
38320",-2.6,0,-59.9,-400,34.4,42.1,95.9,4.1,93.1,6.9,91.8,8.2,95.9,4.1,"https://www.veolia.co.uk/sites/g/files/dvc636/f/assets/documents/2018/03/Veolia_UK_Gender_Pay_Gap_Report.pdf","Estelle Brachlianoff (Senior Executive Vice-President UK & Ireland)","250 to 499","VEOLIA ES SHROPSHIRE LIMITED",FALSE,-0.120206837587835,51.5311642804772,1445887,"N1 9JY","E00013489","E09000019","E05000368","E01002711","E02000574","E12000007"
"VEOLIA ES SOUTHWARK LIMITED","210 Pentonville Road,
London,
United Kingdom,
N1 9JY","6256521","38110,
38210,
38320",-9.1,-5,-285.4,-1378.9,40.1,14.3,75.5,24.5,92.6,7.4,88.9,11.1,75.5,24.5,"https://www.veolia.co.uk/sites/g/files/dvc636/f/assets/documents/2018/03/Veolia_UK_Gender_Pay_Gap_Report.pdf","Estelle Brachlianoff (Senior Executive Vice-President UK & Ireland)","250 to 499","VEOLIA ES SOUTHWARK LIMITED",FALSE,-0.120206837587835,51.5311642804772,1445887,"N1 9JY","E00013489","E09000019","E05000368","E01002711","E02000574","E12000007"
"VEOLIA WATER OUTSOURCING LIMITED","210 Pentonville Road,
London,
United Kingdom,
N1 9JY","2518607","36000",10.8,22.1,-57.4,-52.6,90.7,91.7,75.9,24.1,87.9,12.1,89.7,10.3,89.8,10.2,"https://www.veolia.co.uk/sites/g/files/dvc636/f/assets/documents/2018/03/Veolia_UK_Gender_Pay_Gap_Report.pdf","Estelle Brachlianoff (Senior Executive Vice-President UK & Ireland)","250 to 499","VEOLIA WATER OUTSOURCING LIMITED",FALSE,-0.120206837587835,51.5311642804772,1445887,"N1 9JY","E00013489","E09000019","E05000368","E01002711","E02000574","E12000007"
"VERISURE SERVICES (UK) LIMITED","Unit 1, Ground Floor,
Brentside Executive Park, Great West Road,
Brentford,
Middlesex,
United Kingdom,
TW8 9HE","8840095","80200",17.5,0,39.7,-52.2,73.5,55.4,84.2,15.8,66.7,33.3,61.4,38.6,87.7,12.3,"https://www.verisure.co.uk/data/pdfs/verisure_gender_pay_gap.pdf","Jose Gabino Sanchez Delgado (UK Managing Director)","500 to 999","VERISURE SERVICES (UK) LIMITED",FALSE,-0.315338638797409,51.4862158419151,2405438,"TW8 9HE","E00013281","E09000018","E05000363","E01002679","E02000534","E12000007"
"VGC PERSONNEL LIMITED","Cardinal House, Bury Street,
Ruislip,
Middlesex,
HA4 7GD","6779567","78200",6.3,-10.5,0,0,0,0,0,100,100,0,0,100,0,100,"https://vgcgroup.co.uk/careers/equality-diversity-and-inclusion/","Ciara Pryce (Group Services Director)","Less than 250","VGC PERSONNEL LIMITED",FALSE,-0.435786352176034,51.588616161584,971346,"HA4 7GD","E00012608","E09000017","E05000343","E01002538","E02000498","E12000007"
"VIACOM INTERNATIONAL MEDIA NETWORKS U.K. LIMITED","17-29, Hawley Crescent,
London,
United Kingdom,
NW1 8TT","10344647","60200",11.8,13.7,37.6,38.3,38,40,42,58,53,47,57,43,56,44,"","Di Maxfield-Twine (SVP, HR)","250 to 499","VIACOM INTERNATIONAL MEDIA NETWORKS U.K. LIMITED",FALSE,-0.143639938602103,51.5413394139687,1638144,"NW1 8TT","E00004225","E09000007","E05000130","E01000863","E02000186","E12000007"
"VIAPATH ANALYTICS LLP","Francis House, 9 King's Head Yard,
London,
SE1 1NA","OC392043","",11.6,14.9,0,0,0,0,25.5,74.5,24.5,75.5,24.1,75.9,34.7,65.3,"","Mary Fitzgerald (HR Director)","1000 to 4999","VIAPATH ANALYTICS LLP",FALSE,-0.089468558786471,51.5046336094971,2006032,"SE1 1NA","E00019839","E09000028","E05000537","E01003939","E02000808","E12000007"
"Vibrance","Unit 2 Caxton Place,
Roden Street,
Ilford,
United Kingdom,
IG1 2AH","8466095","87200",3.4,0,0,0,0,0,12,88,33,67,26,74,20,80,"https://www.vibrance.org.uk/wp-content/uploads/2018/03/Vibrance-Gender-Pay-Gap.pdf","Paul Allen (Chief Executive)","250 to 499","Vibrance",FALSE,0.066680012575733,51.5563285904849,1050591,"IG1 2AH","E00175154","E09000026","E05000507","E01003728","E02000782","E12000007"
"Victim Support","Hallam House 56-60 Hallam Street,
London,
United Kingdom,
W1W 6JL","2158780","88990",17.6,6.8,0,0,0,0,12.3,87.7,12,88,15.2,84.8,26.4,73.6,"https://www.victimsupport.org.uk/more-us/about-us/equality-diversity-and-inclusion/gender-pay-gap-information","Tony Silcock (Director of Finance and People)","1000 to 4999","Victim Support",FALSE,-0.143603839222766,51.5209703742178,2442388,"W1W 6JL","E00023820","E09000033","E05000641","E01004713","E02000970","E12000007"
"Victoria & Albert Museum","V A MUSEUM,
CROMWELL ROAD,
LONDON,
United Kingdom,
SW7 2RL","","91020",5.3,7.2,4,-73.8,22,31,24.4,75.6,22.1,77.9,27.9,72.1,29.1,70.9,"https://www.vam.ac.uk/info/reports-strategic-plans-and-policies","Tristram Hunt (Director)","250 to 499","Victoria & Albert Museum",FALSE,-0.172199191512841,51.4969413549048,2254665,"SW7 2RL","E00014093","E09000020","E05009389","E01002819","E02000588","E12000007"
"VICTORIA'S SECRET UK LIMITED","16 Garrick Street,
London,
United Kingdom,
WC2E 9BA","7279467","68209",15.1,19.4,9.7,2,45.2,43.8,1.4,98.6,9,91,6.1,93.9,11.3,88.7,"http://investors.lb.com/phoenix.zhtml?c=94854&p=irol-govmenu","Mark Koenig (SVP, Chief Financial Officer)","500 to 999","VICTORIA'S SECRET UK LIMITED",FALSE,-0.126340385564347,51.5117121768434,2488621,"WC2E 9BA","E00023934","E09000033","E05000644","E01004734","E02000977","E12000007"
"VILLAGE VET LIMITED","11, Belsize Terrace,
London,
NW3 4AX","6796291","70100",36.8,47.8,84.9,0,47.9,71.5,41.5,58.5,24.6,75.4,4.6,95.4,3,97,"","Brendan Robinson (Managing Director)","250 to 499","VILLAGE VET LIMITED",FALSE,-0.171101882084895,51.5491446084848,1648305,"NW3 4AX","E00004126","E09000007","E05000128","E01000848","E02000176","E12000007"
"VILLIERS TOPCO LIMITED","140 Aldersgate Street,
London,
United Kingdom,
EC1A 4HY","7450194","70100",12.3,2,28.7,29.9,84,80.9,41,59,44,56,44,56,57,43,"https://www.eat.co.uk/gender-pay-report","Andrew Walker (CEO)","1000 to 4999","VILLIERS TOPCO LIMITED",FALSE,-0.097517470475069,51.5196474720071,746390,"EC1A 4HY","E00166756","E09000001","E05009288","E01000001","E02000001","E12000007"
"VIRGIN ACTIVE INTERNATIONAL LIMITED","100 Aldersgate Street,
London,
United Kingdom,
EC1A 4LX","7726893","70100,
93110",10,10.4,40.6,33.8,7.4,7.7,47,53,46,54,53,47,57,43,"","Robert Cook (UK Managing Director)","1000 to 4999","VIRGIN ACTIVE INTERNATIONAL LIMITED",FALSE,-0.097250812013133,51.5208571630994,746418,"EC1A 4LX","E00166756","E09000001","E05009288","E01000001","E02000001","E12000007"
"VIRGIN CARE LIMITED","Lynton House,
7-12 Tavistock Square,
London,
United Kingdom,
WC1H 9LT","5466033","86210",19.6,21.5,25.9,-3.2,56,62,32,68,43,57,48,52,53,47,"http://www.virgincare.co.uk/wp-content/uploads/sites/11/2018/04/VC_Gender_pay_gap_report_April2018.pdf","Stuart Rennison-Price (People and Service Director)","250 to 499","VIRGIN CARE LIMITED",FALSE,-0.128215271747958,51.5253840835655,2485067,"WC1H 9LT","E00004650","E09000007","E05000141","E01000943","E02000190","E12000007"
"VIRGIN CARE PROVIDER SERVICES LIMITED","Lynton House, 7-12 Tavistock Square,
London,
WC1H 9LT","7645492","86210",8.9,-0.1,-100,-100,0,0.2,14,86,23,77,7,93,24,76,"http://www.virgincare.co.uk/wp-content/uploads/sites/11/2018/04/VC_Gender_pay_gap_report_April2018.pdf","Stuart Rennison-Price (People and Service Director)","250 to 499","VIRGIN CARE PROVIDER SERVICES LIMITED",FALSE,-0.128215271747958,51.5253840835655,2485067,"WC1H 9LT","E00004650","E09000007","E05000141","E01000943","E02000190","E12000007"
"VIRGIN CARE SERVICES LIMITED","Lynton House, 7-12 Tavistock Square,
London,
WC1H 9LT","7557877","86210",16.6,8.5,21,-26,10,5,7,93,7,93,8,92,12,88,"http://www.virgincare.co.uk/wp-content/uploads/sites/11/2018/04/VC_Gender_pay_gap_report_April2018.pdf","Stuart Rennison-Price (People and Service Director)","1000 to 4999","VIRGIN CARE SERVICES LIMITED",FALSE,-0.128215271747958,51.5253840835655,2485067,"WC1H 9LT","E00004650","E09000007","E05000141","E01000943","E02000190","E12000007"
"Viridian Housing","Grosvenor House,
125 High Street,
Croydon,
United Kingdom,
CR0 9XP","IP12752R","",26.1,27.4,82.9,0,57.9,39.9,20.1,79.9,28.9,71.1,45.7,54.3,56.9,43.1,"","Paul Hackett (Chief Executive)","500 to 999","Viridian Housing",FALSE,-0.099122928192044,51.3698178978802,505940,"CR0 9XP","E00005206","E09000008","E05000153","E01001043","E02000220","E12000007"
"VIRTUE FUSION CM LIMITED","55 Baker Street,
London,
United Kingdom,
W1U 7EU","6725023","92000",-1,0,0,0,0,0,17,83,12,88,12,88,12,88,"https://assets.playtech.com/application/files/9215/2233/4973/GENDER_PAY_GAP_REPORT_2017_ta6.pdf","Linda Grant (Senior HR Manager UK)","250 to 499","VIRTUE FUSION CM LIMITED",FALSE,-0.156343381959283,51.5189051314887,2441114,"W1U 7EU","E00023834","E09000033","E05000641","E01004714","E02000970","E12000007"
"VISION FOR EDUCATION LIMITED","26, Red Lion Square,
London,
WC1R 4HQ","6433086","78200",12.2,16.7,57.9,0,3.3,3.2,17.1,82.9,25.3,74.7,30.3,69.7,37.8,62.2,"https://www.visionforeducation.co.uk/about/gender-pay-gap-report","Robert Grimshaw (CEO)","1000 to 4999","VISION FOR EDUCATION LIMITED",FALSE,-0.118846866295351,51.5197396753953,2485904,"WC1R 4HQ","E00004554","E09000007","E05000138","E01000914","E02000193","E12000007"
"VISION-REDBRIDGE CULTURE & LEISURE","Redbridge Central Library, Clements Road,
Ilford,
IG1 1EA","6032714","91011,
93110,
93290",2,0,-0.4,52,10.3,16.5,38,62,48,52,42,58,45,55,"","Iain Varah (Chief Executive)","500 to 999","VISION-REDBRIDGE CULTURE & LEISURE",FALSE,0.075328099508218,51.5580643885747,1050268,"IG1 1EA","E00018544","E09000026","E05000501","E01003689","E02000780","E12000007"
"VITALITY CORPORATE SERVICES LIMITED","3 More London Riverside,
London,
United Kingdom,
SE1 2AQ","5933141","65120",29.8,14.7,71.1,30.6,92,92,43.7,56.3,37.3,62.7,40.4,59.6,63,37,"https://www.vitality.co.uk/media/","Judy Parfitt (Director of People)","1000 to 4999","VITALITY CORPORATE SERVICES LIMITED",FALSE,-0.079612270343614,51.5042927162536,2006242,"SE1 2AQ","E00020255","E09000028","E05000548","E01004027","E02000809","E12000007"
"VIVIENNE WESTWOOD LIMITED","Westwood Studios,
9-15 Elcho Street,
London,
United Kingdom,
SW11 4AU","2682271","47710",9,0,47,28,84,75,43,57,30,70,30,70,38,62,"","Jessica Gallone (Head of Human Resources)","250 to 499","VIVIENNE WESTWOOD LIMITED",FALSE,-0.169312150144481,51.4794595563392,2224818,"SW11 4AU","E00171061","E09000032","E05000622","E01004582","E02000923","E12000007"
"VMWARE UK LIMITED","5 New Street Square,
London,
United Kingdom,
EC4A 3TW","6001046","58290,
62020",38.8,34.1,55.2,58.5,98.6,95.4,57.1,42.9,74.2,25.8,85.9,14.1,90.8,9.2,"https://www.vmware.com/uk/company/diversity/gender-pay-gap.html","David Parry-Jones (Vice President, Northern EMEA)","500 to 999","VMWARE UK LIMITED",FALSE,-0.10838306422328,51.5155426647078,756242,"EC4A 3TW","E00000026","E09000001","E05009305","E01032740","E02000001","E12000007"
"VOCALINK LIMITED","1 Angel Lane,
London,
United Kingdom,
EC4R 3AB","6119048","82990",22.6,24.5,52.2,26.8,90.3,90.2,52.9,47.1,67.4,32.6,73.7,26.3,84.2,15.8,"https://www.vocalink.com/genderpaygap","Debbie Lombard (Chief HR Officer)","500 to 999","VOCALINK LIMITED",FALSE,-0.089413338618014,51.5097405905673,757390,"EC4R 3AB","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"VOCARE LIMITED","Hamilton House,
Mabledon Place,
London,
England,
WC1H 9BB","9933257","86210",10.5,-18.3,-9.6,0,92.3,87.9,43,57,35,65,26.8,73.2,37.4,62.6,"http://vocare.org.uk/docs/180403%20-%20Vocare%20Ltd%20-%20Gender%20Pay%20Gap%20Report%20as%20at%20310317.pdf","Ed Dodds (Finance Director)","1000 to 4999","VOCARE LIMITED",FALSE,-0.126883339543125,51.5279797137615,2484944,"WC1H 9BB","E00004666","E09000007","E05000141","E01000942","E02000190","E12000007"
"VOICE MARKETING LIMITED","17 Rochester Row,
London,
United Kingdom,
SW1P 1QT","5820091","82200",0.9,0.9,11.7,3.3,73.7,71.8,58.8,41.2,58.5,41.5,59.1,40.9,64.4,35.6,"http://www.capita.com/media/3082/gender-pay-gap-report.pdf","David Deacon (Executive Director of Talent)","500 to 999","VOICE MARKETING LIMITED",FALSE,-0.135176567613907,51.4954412692398,2240040,"SW1P 1QT","E00024005","E09000033","E05000646","E01004744","E02000979","E12000007"
"Voluntary Service Overseas","100 London Road,
Kingston Upon Thames,
United Kingdom,
KT2 6QJ","703509","85590,
86900,
96090",5.9,4.5,0,0,0,0,33,67,37,63,34,66,50,50,"https://www.vsointernational.org/about-us/annual-report/gender-pay-reporting-for-uk-employees","Kathryn Gordon (Executive Director, People)","250 to 499","Voluntary Service Overseas",FALSE,-0.292782460952077,51.4106043897256,1132610,"KT2 6QJ","E00014966","E09000021","E05000409","E01002972","E02000602","E12000007"
"VPS (UK) LIMITED","Third Floor International Buildings,
71 Kingsway,
London,
England,
England,
WC2B 6ST","4028962","96090",5.7,-9.5,52,16.1,86.9,77.4,93.8,6.2,81.4,18.6,79.4,20.6,81.6,18.4,"https://ddme-vps-group.s3.amazonaws.com/content/Gender-Pay-Report-March-2018.pdf?mtime=20180328083514","Mike Winstone (Group HR Director)","250 to 499","VPS (UK) LIMITED",FALSE,-0.119575666497617,51.515695627713,2488196,"WC2B 6ST","E00004527","E09000007","E05000138","E01000918","E02000193","E12000007"
"VUE ENTERTAINMENT LIMITED","10, Chiswick Park,
566 Chiswick High Road,
London,
W4 5XS","4699504","59140",-4,0.9,0,0,0,0,49,51,52,48,56,44,49,51,"http://vue-international.com/index.php/investor-relations/reports-presentations","Peter Collins (Director of Human Resources UKI)","1000 to 4999","VUE ENTERTAINMENT LIMITED",FALSE,-0.273686965187007,51.4945220670842,2450825,"W4 5XS","E00013383","E09000018","E05000365","E01002691","E02006792","E12000007"
"VUE SERVICES LIMITED","10, Chiswick Park,
566 Chiswick High Road,
London,
W4 5XS","3812286","70100",4,7.7,5.5,24,67,64,60,40,39,61,67,33,66,34,"http://vue-international.com/index.php/investor-relations/reports-presentations","Peter Collins (Director of Human Resources UKI)","500 to 999","VUE SERVICES LIMITED",FALSE,-0.273686965187007,51.4945220670842,2450825,"W4 5XS","E00013383","E09000018","E05000365","E01002691","E02006792","E12000007"
